순번,논문명,저자명,출판년
731,이자율 기간 구조 추정모형의 비교 연구 : McCulloch의 삼차 스플라인과 nelson-siegel의 parsimonious 방법을 중심으로 = A comparative study of interest rates term structure estimation : by McCulloch cubic spline and nelson-siegel parsimonious models,이수진,2001
732,조건부 분산 모형을 이용한 채권 포트폴리오 VaR 분석과 모형의 비교 = Analysis of bond portfolio VaR using the conditional variance models and comparison of models,문병호,2001
733,"傳統的 回歸分析 模型과 誤差修正模型을 통한 헤지 比率 推定과 動的 헤징 戰略 : KOSPI 200 指數 先物, 現物을 對象으로 = A comparison of the performance between the classic regression model and the error correction model in estimation of hedge ratio and the dynamic hedging strategy : using KOSPI 200 index furures",안병국,2001
734,최우추정법을 이용한 이자율 기간구조 측정 및 채권운용전략-다요인 Cox-ingersoll-ross 모형을 중심으로 = Maximum likelihood estimation for a multifactor term structure model of interest rates and strategy: a multifactor equilibrium Cox-Ingersoll-ross model,이상구,2001
735,신용 파생금융상품의 국내 금융기관에서의 취급현황 및 활용방안 = Application of credit derivatives at financial institutions,고용식,2000
736,이자율 파생상품 가격결정 모형 연구 : Heath-Jarrow-Morton Paradigm 하의 Markovian Model을 중심으로 = A study on interest rate derivatives pricing model : focus on Markovian Model under Heath-Jarrow-Morton paradigm,권득우,2000
737,변동성 추정과 예측 : Kospi 200 지수를 중심으로 = A study on volatility estimation and prediction : concentrating on Kospi 200 index,김건호,2000
738,역사적 자료를 이용한 VaR측정방법의 평가 = Evaluation of value-at-risk models using historical data,문지욱,2000
739,자산유동화증권의 가격결정에 관한 연구 = A study on pricing of asset-backed securities,박길순,2000
740,은행감독 측면에서 본 신용평가보형에 대한 연구 = A study on regulatory implication of credit risk measurement for bank,고일용,2000
741,CreditMetrics를 이용한 포트폴리오 신용위험의 측정 = Implementation of CreditMetrics for portfolio credit risk measurement,박종문,2000
742,(A) study of the pricing and hedging of long-term foreign currency options with stochastic volatility = 확률적 변동성에 의한 통화옵션의 가격결정 및 헤징 전략에 관한 연구,"Shin, Yong-Do",2000
743,주가지수 현물시장과 선물시장의 LEAD-LAG 관계에 대한 연구 = An analysis of the lead-lag relationship between the cash market and stock index futures market,심재훈,2000
744,현물원유의 수입으로 인한 시장위험의 측정에 관한 연구 : value at risk 방법으로 = A study on measuring the market risk of imported spot crude oil using value at risk method,안계수,2000
745,VAR 측정의 정확성과 VAR를 이용한 위험관리 방안에 관한 연구 = A study on the accuracy of VAR estimates and risk management using VAR models,이병훈,2000
746,경제구조변동기에 시장리스크 측정을 위한 VaR모형의 한계점 실증분석 및 대책방향에 관한 연구 = Empirical study on drawbacks of VaR model in the period of the structural change of economy and consideration of the counterplan,이정,2000
747,경제적 부가가치와 재무비율을 활용한 기업가치 예측 = Prediction of firm value with economic value added and financial ratios,이환승,2000
748,한국주가지수 200 옵션의 내재변동성과 실현변동성에 관한 연구 = A study on the implied and realized volatility of KOSPI 200 index options,임효원,2000
749,위험을 고려한 투자성과분석에 관한 실증연구 = Empirical study on risk-adjusted components of investment performance mutual,정영삼,2000
750,RAROC 모형을 이용한 위험조정 성과측정(risk-adjusted performance measurement) = A study on risk-adjusted performance measurement using RAROC model,정영성,2000
751,뮤추얼 펀드와 헤지 펀드의 실적 평가에 관한 실증 연구 = Empirical analysis on the performance of mutual funds and hedge funds,정일석,2000
752,주식포트폴리오를 이용한 VaR 측정모형의 비교연구 = A study on the differences in VaR measurement models applied to stock portpolio,정창현,2000
753,VaR 측정 방법의 비교 분석 = Comparative analysis of VaR estimation methodologies,정호섭,2000
754,위험자본의 측정과 그 활용에 관한 연구 = A study on measuring and practical uses of risk capital,한경섭,2000
755,KOSP200 주가지수 옵션시장에서의 변동성 거래 유용성에 관한 연구 = A study on the effectiveness of volatility trading strategy in the KOSPI200 options market,황규철,2000
756,생명보험회사의 시장위험관리에 관한 실증연구 = Empirical study of market risk management of life insurance company,오명규,1999
757,기업가치평가와 경제적부가가치 = The corporate value measure and economic value added(EVA),이종영,1998
